txn_id,ts,account,amount,channel
T00980,2024-08-05T13:47:00,A0660,10422.58,web
T00981,2024-10-27T16:32:00,A0301,24133.93,atm
T00982,2024-05-12T19:04:00,A0026,5944.94,branch
T00983,2024-06-02T11:24:00,A0626,13095.96,branch
T00984,2024-02-21T16:28:00,A0339,2496.29,app
T00985,2024-07-22T15:11:00,A0676,14307.99,web
T00986,2024-05-25T14:42:00,A0559,21844.33,app
T00987,2024-01-18T19:52:00,A0383,21816.32,web
T00988,2024-06-09T20:44:00,A0374,32333.31,web
T00989,2024-11-28T16:49:00,A0597,8697.40,web
T00990,2024-08-10T16:26:00,A0468,3257.30,branch
T00991,2024-04-11T15:36:00,A0477,26624.64,app
T00992,2024-11-15T20:30:00,A0477,31105.98,app
T00993,2024-07-12T18:05:00,A0586,15521.17,atm
T00994,2024-12-16T09:27:00,A0189,5741.23,atm
T00995,2024-09-17T20:52:00,A0105,2780.54,branch
T00996,2024-10-26T16:44:00,A0718,24450.25,web
T00997,2024-01-08T15:20:00,A0758,11065.32,atm
T00998,2024-01-26T15:47:00,A0729,11449.69,atm
T00999,2024-10-17T20:48:00,A0344,23821.00,app
T01000,2024-07-02T18:16:00,A0079,18678.30,app
T01001,2024-11-25T14:29:00,A0059,8881.70,web
T01002,2024-06-08T13:50:00,A0413,32830.07,web
T01003,2024-06-16T14:50:00,A0098,39322.28,app
T01004,2024-09-02T11:36:00,A0494,11924.03,web
T01005,2024-11-27T13:11:00,A0458,21772.76,app
T01006,2024-06-07T13:33:00,A0796,1004.81,app
T01007,2024-07-09T16:18:00,A0336,8332.37,web
T01008,2024-02-14T19:13:00,A0462,8571.32,web
T01009,2024-07-08T13:57:00,A0447,40220.30,branch
T01010,2024-05-12T20:37:00,A0067,41141.50,web
T01011,2024-07-03T19:31:00,A0222,40153.43,atm
T01012,2024-02-18T11:45:00,A0442,35592.11,app
T01013,2024-08-16T16:36:00,A0776,13261.91,atm
T01014,2024-11-26T20:08:00,A0087,40040.56,app
T01015,2024-02-16T19:27:00,A0158,4467.05,app
T01016,2024-10-01T09:11:00,A0597,4170.58,web
T01017,2024-09-15T16:00:00,A0201,18585.43,web
T01018,2024-04-03T09:45:00,A0517,6874.98,web
T01019,2024-05-20T09:19:00,A0630,6639.96,web
T01020,2024-08-07T10:06:00,A0252,20584.99,atm
T01021,2024-01-05T20:53:00,A0002,22136.40,web
T01022,2024-11-27T09:39:00,A0087,15642.85,app
T01023,2024-11-22T17:13:00,A0237,1070.74,web
T01024,2024-08-11T20:20:00,A0038,24294.18,app
T01025,2024-10-16T17:48:00,A0370,5168.11,app
T01026,2024-06-12T10:28:00,A0750,7935.60,atm
T01027,2024-03-19T09:41:00,A0448,31212.78,branch
T01028,2024-07-02T11:51:00,A0424,26070.77,branch
T01029,2024-06-09T20:17:00,A0400,29827.51,branch
T01030,2024-04-02T09:31:00,A0615,27662.58,atm
T01031,2024-09-23T09:55:00,A0646,20277.02,branch
T01032,2024-06-22T15:08:00,A0434,12503.31,web
T01033,2024-02-10T13:18:00,A0342,14366.06,web
T01034,2024-10-24T18:10:00,A0176,37268.83,web
T01035,2024-06-03T09:30:00,A0042,19511.55,app
T01036,2024-12-27T11:30:00,A0306,7505.42,branch
T01037,2024-02-23T10:13:00,A0037,8383.76,app
T01038,2024-10-28T13:11:00,A0618,12946.94,branch
T01039,2024-11-03T20:55:00,A0678,5766.75,atm
T01040,2024-09-12T19:50:00,A0385,36443.08,web
T01041,2024-09-23T15:01:00,A0522,36559.49,branch
T01042,2024-09-16T17:30:00,A0211,34076.23,web
T01043,2024-09-18T09:31:00,A0768,1634.83,app
T01044,2024-03-16T13:00:00,A0428,4802.94,web
T01045,2024-12-11T16:43:00,A0412,14905.40,app
T01046,2024-12-11T15:33:00,A0534,25325.66,atm
T01047,2024-08-02T09:03:00,A0417,16199.99,atm
T01048,2024-10-28T10:10:00,A0083,2330.08,branch
T01049,2024-04-11T15:33:00,A0563,19249.42,app
T01050,2024-01-01T14:37:00,A0392,6603.25,web
T01051,2024-08-21T15:55:00,A0457,24191.40,app
T01052,2024-05-22T20:57:00,A0447,21909.36,atm
T01053,2024-08-11T19:48:00,A0485,28901.77,web
T01054,2024-06-11T13:07:00,A0720,28352.82,app
T01055,2024-04-16T20:01:00,A0620,7586.90,branch
T01056,2024-07-12T16:06:00,A0586,9158.74,app
T01057,2024-01-13T19:46:00,A0651,35357.22,web
T01058,2024-05-05T10:07:00,A0241,3666.60,web
T01059,2024-05-15T17:19:00,A0589,32871.74,branch
T01060,2024-12-28T16:48:00,A0148,20877.11,atm
T01061,2024-06-19T10:02:00,A0282,16624.29,web
T01062,2024-02-24T20:55:00,A0383,21647.48,app
T01063,2024-04-13T15:09:00,A0206,12518.23,branch
T01064,2024-06-28T15:09:00,A0731,11420.52,app
T01065,2024-07-06T19:58:00,A0450,6423.22,app
T01066,2024-07-04T11:18:00,A0300,10367.69,web
T01067,2024-11-11T09:31:00,A0031,2036.53,app
T01068,2024-02-21T17:31:00,A0777,41783.88,web
T01069,2024-12-21T19:23:00,A0200,31519.40,atm
T01070,2024-08-07T17:42:00,A0407,31797.56,app
T01071,2024-02-17T09:55:00,A0467,32098.63,branch
T01072,2024-01-23T18:56:00,A0750,37118.14,branch
T01073,2024-12-13T11:07:00,A0495,27967.36,branch
T01074,2024-09-19T09:25:00,A0650,15651.04,branch
T01075,2024-12-17T11:19:00,A0675,15409.42,branch
T01076,2024-12-09T10:09:00,A0765,22319.62,app
T01077,2024-08-23T11:48:00,A0412,8558.89,atm
T01078,2024-10-22T16:51:00,A0723,28126.73,web
T01079,2024-03-07T17:08:00,A0601,40443.73,web
T01080,2024-11-28T20:19:00,A0171,40834.37,web
T01081,2024-07-21T13:06:00,A0506,14761.23,web
T01082,2024-02-25T13:48:00,A0136,25506.59,atm
T01083,2024-04-15T09:46:00,A0253,10725.24,atm
T01084,2024-01-25T19:54:00,A0656,20269.88,atm
T01085,2024-11-20T19:31:00,A0095,15570.93,atm
T01086,2024-03-27T13:22:00,A0788,28697.14,web
T01087,2024-05-10T10:56:00,A0660,13724.14,atm
T01088,2024-08-03T18:47:00,A0659,1935.88,app
T01089,2024-09-20T14:26:00,A0125,13226.78,app
T01090,2024-09-12T20:02:00,A0103,4359.73,app
T01091,2024-09-20T11:00:00,A0472,1983.39,web
T01092,2024-04-20T19:27:00,A0129,32260.36,atm
T01093,2024-06-15T16:24:00,A0514,20463.52,app
T01094,2024-06-17T16:36:00,A0328,28308.84,atm
T01095,2024-07-27T16:01:00,A0610,2860.53,atm
T01096,2024-07-15T17:38:00,A0463,20296.22,atm
T01097,2024-05-01T10:32:00,A0417,3585.36,web
T01098,2024-08-24T20:27:00,A0645,18253.55,branch
T01099,2024-08-13T14:44:00,A0476,8699.74,web
T01100,2024-02-19T19:22:00,A0613,9211.29,branch
T01101,2024-04-18T18:00:00,A0460,5239.58,branch
T01102,2024-11-12T14:29:00,A0645,23108.27,app
T01103,2024-05-19T13:24:00,A0073,26793.46,atm
T01104,2024-03-03T10:15:00,A0392,17791.84,web
T01105,2024-10-19T09:13:00,A0137,36931.49,atm
T01106,2024-10-13T13:05:00,A0340,20323.96,web
T01107,2024-03-27T18:12:00,A0649,3326.96,web
T01108,2024-05-07T19:34:00,A0453,15527.08,app
T01109,2024-12-01T18:20:00,A0349,34309.08,atm
T01110,2024-12-17T16:57:00,A0193,3576.01,atm
T01111,2024-02-25T17:30:00,A0367,5020.42,app
T01112,2024-12-18T16:42:00,A0313,24149.49,atm
T01113,2024-05-13T16:24:00,A0687,22029.95,app
T01114,2024-12-12T14:26:00,A0463,27510.03,branch
T01115,2024-11-27T13:13:00,A0663,32981.92,web
T01116,2024-01-08T11:14:00,A0798,38523.78,atm
T01117,2024-02-13T18:17:00,A0713,26534.03,web
T01118,2024-04-08T20:39:00,A0615,17205.52,atm
T01119,2024-02-17T10:48:00,A0403,41042.67,app
T01120,2024-12-02T09:29:00,A0438,12608.43,app
T01121,2024-08-14T15:10:00,A0395,26460.34,web
T01122,2024-04-24T13:01:00,A0434,13716.12,app
T01123,2024-06-08T16:45:00,A0744,36362.39,web
T01124,2024-04-21T20:51:00,A0790,31315.72,branch
T01125,2024-11-01T13:08:00,A0533,31407.28,web
T01126,2024-12-02T19:16:00,A0386,28326.61,web
T01127,2024-11-22T17:46:00,A0180,14768.96,web
T01128,2024-08-27T14:01:00,A0540,35771.34,app
T01129,2024-09-14T18:08:00,A0679,41595.41,atm
T01130,2024-05-04T09:34:00,A0779,25601.25,atm
T01131,2024-09-21T16:14:00,A0547,18291.95,app
T01132,2024-07-11T20:22:00,A0621,31817.92,atm
T01133,2024-11-05T11:53:00,A0432,8711.64,app
T01134,2024-02-14T16:46:00,A0487,16866.00,app
T01135,2024-11-02T09:01:00,A0626,38167.89,web
T01136,2024-02-01T14:00:00,A0139,10908.36,atm
T01137,2024-02-22T10:51:00,A0785,39109.74,web
T01138,2024-05-19T11:57:00,A0198,35878.92,app
T01139,2024-04-17T09:41:00,A0553,38997.98,branch
T01140,2024-01-04T18:18:00,A0026,6104.77,app
T01141,2024-03-10T10:21:00,A0703,14855.70,app
T01142,2024-04-12T15:45:00,A0551,7649.43,web
T01143,2024-12-16T14:05:00,A0676,34008.35,branch
T01144,2024-10-27T20:57:00,A0061,35321.85,branch
T01145,2024-10-15T13:08:00,A0358,37353.72,app
T01146,2024-03-09T16:02:00,A0288,7497.52,atm
T01147,2024-06-26T20:38:00,A0044,25564.01,app
T01148,2024-07-14T18:25:00,A0642,37629.28,web
T01149,2024-05-07T15:29:00,A0302,15737.53,web
T01150,2024-04-18T20:20:00,A0353,28254.14,web
T01151,2024-11-02T16:27:00,A0194,11140.12,app
T01152,2024-11-13T19:25:00,A0104,12586.80,web
T01153,2024-06-07T13:18:00,A0663,7452.05,web
T01154,2024-04-25T14:22:00,A0426,13882.20,app
T01155,2024-01-15T09:51:00,A0460,38071.17,web
T01156,2024-12-19T09:46:00,A0353,23157.76,branch
T01157,2024-12-09T10:26:00,A0515,2323.41,branch
T01158,2024-11-05T09:41:00,A0520,12121.01,atm
T01159,2024-04-04T20:15:00,A0393,41097.99,web
T01160,2024-10-05T09:26:00,A0734,5095.01,branch
T01161,2024-01-27T10:42:00,A0097,13963.16,web
T01162,2024-02-19T16:07:00,A0251,25233.76,app
T01163,2024-12-07T17:55:00,A0684,26561.78,web
T01164,2024-01-21T13:55:00,A0704,20193.88,branch
T01165,2024-01-13T20:48:00,A0137,38540.57,atm
T01166,2024-04-22T13:52:00,A0071,8268.97,app
T01167,2024-12-11T16:29:00,A0098,32614.89,atm
T01168,2024-04-26T11:50:00,A0689,17976.50,branch
T01169,2024-01-28T11:11:00,A0702,20286.04,atm
T01170,2024-07-07T11:40:00,A0066,20468.33,app
T01171,2024-01-23T11:05:00,A0064,25843.25,branch
T01172,2024-04-23T13:51:00,A0689,4252.63,web
T01173,2024-09-14T20:15:00,A0394,24905.41,atm
T01174,2024-12-02T16:33:00,A0705,9816.61,web
T01175,2024-07-25T15:15:00,A0722,33736.85,atm
T01176,2024-11-05T15:18:00,A0050,31517.10,app
T01177,2024-12-02T11:29:00,A0257,9146.06,branch
T01178,2024-05-05T13:58:00,A0372,1743.30,web
T01179,2024-10-25T15:21:00,A0287,39944.79,branch
T01180,2024-07-17T14:23:00,A0528,38340.69,atm
T01181,2024-03-19T16:33:00,A0572,40707.25,web
T01182,2024-12-16T09:17:00,A0722,15819.67,app
T01183,2024-06-10T17:58:00,A0657,28045.05,branch
T01184,2024-02-03T10:01:00,A0414,40574.05,atm
T01185,2024-07-22T16:49:00,A0501,33979.50,branch
T01186,2024-02-05T18:05:00,A0723,10722.96,branch
T01187,2024-05-09T09:41:00,A0547,2803.87,atm
T01188,2024-10-21T17:14:00,A0541,22108.72,web
T01189,2024-09-18T19:47:00,A0699,24503.60,atm
T01190,2024-07-22T11:08:00,A0052,34161.77,branch
T01191,2024-12-01T19:22:00,A0544,24568.09,app
T01192,2024-07-01T10:25:00,A0619,1960.21,web
T01193,2024-02-07T15:04:00,A0714,21255.44,branch
T01194,2024-07-22T11:05:00,A0256,2180.36,branch
T01195,2024-05-08T20:27:00,A0731,14701.12,app
T01196,2024-08-08T14:40:00,A0105,38156.23,branch
T01197,2024-04-16T11:48:00,A0080,37404.19,branch
T01198,2024-08-13T09:35:00,A0568,7001.10,web
T01199,2024-07-24T09:46:00,A0445,26424.14,app
T01200,2024-08-15T14:19:00,A0723,35621.94,atm
T01201,2024-04-08T11:11:00,A0116,4447.72,app
T01202,2024-11-19T14:48:00,A0475,3478.01,atm
T01203,2024-12-18T14:32:00,A0337,4528.20,branch
T01204,2024-01-24T13:37:00,A0478,41786.41,app
T01205,2024-10-22T19:56:00,A0599,31959.54,atm
T01206,2024-04-24T17:31:00,A0793,15285.70,branch
T01207,2024-06-26T19:16:00,A0698,15101.66,branch
T01208,2024-06-03T15:02:00,A0088,29714.98,atm
T01209,2024-10-03T15:58:00,A0068,2761.03,app
T01210,2024-07-07T20:36:00,A0425,11246.10,web
T01211,2024-08-24T20:16:00,A0089,20188.53,web
T01212,2024-06-24T16:16:00,A0593,10940.75,web
T01213,2024-01-03T19:24:00,A0088,39861.49,app
T01214,2024-03-23T20:30:00,A0784,5137.61,app
T01215,2024-02-26T14:04:00,A0700,4464.88,branch
T01216,2024-09-05T13:42:00,A0407,16217.78,atm
T01217,2024-08-13T15:42:00,A0565,19275.06,atm
T01218,2024-08-10T16:54:00,A0756,34935.04,branch
T01219,2024-03-25T16:32:00,A0224,17503.38,app
T01220,2024-10-23T13:08:00,A0139,4919.74,atm
T01221,2024-09-16T10:37:00,A0453,21613.55,branch
T01222,2024-05-11T19:36:00,A0796,19403.54,web
T01223,2024-12-18T17:36:00,A0794,4356.94,web
T01224,2024-07-04T18:18:00,A0778,2735.54,branch
T01225,2024-01-21T17:25:00,A0019,23988.72,app
T01226,2024-08-04T14:27:00,A0736,40159.55,atm
T01227,2024-07-16T13:17:00,A0087,22295.72,web
T01228,2024-03-03T17:14:00,A0061,28741.78,app
T01229,2024-04-26T17:47:00,A0576,9581.53,app
T01230,2024-06-26T09:58:00,A0085,2179.00,branch
T01231,2024-03-14T17:12:00,A0693,18983.37,atm
T01232,2024-09-08T17:10:00,A0192,20579.03,atm
T01233,2024-04-26T09:41:00,A0151,41465.76,app
T01234,2024-03-08T11:28:00,A0406,21309.80,atm
T01235,2024-02-04T17:59:00,A0173,14491.48,web
T01236,2024-01-14T11:09:00,A0253,37059.38,branch
T01237,2024-02-28T10:12:00,A0008,23155.46,atm
T01238,2024-07-08T14:41:00,A0060,26638.03,app
T01239,2024-01-10T09:06:00,A0058,36377.92,atm
T01240,2024-05-11T11:31:00,A0785,7390.99,atm
T01241,2024-01-17T16:58:00,A0351,31921.70,web
T01242,2024-03-19T13:29:00,A0312,22304.77,branch
T01243,2024-07-22T11:18:00,A0457,5492.53,atm
T01244,2024-09-18T10:12:00,A0006,27064.45,app
T01245,2024-09-17T18:06:00,A0718,8672.17,app
T01246,2024-07-16T18:26:00,A0793,24675.10,app
T01247,2024-01-28T19:47:00,A0313,35867.70,atm
T01248,2024-04-22T09:11:00,A0726,30923.40,app
T01249,2024-02-25T13:52:00,A0649,8638.29,branch
T01250,2024-12-16T13:52:00,A0732,23971.67,app
T01251,2024-07-10T10:53:00,A0233,28915.77,app
T01252,2024-02-17T19:05:00,A0678,731.08,web
T01253,2024-04-22T16:12:00,A0579,40018.68,app
T01254,2024-08-22T09:44:00,A0547,39831.80,branch
T01255,2024-01-21T14:52:00,A0759,3596.81,app
T01256,2024-02-26T19:29:00,A0791,26433.39,web
T01257,2024-07-28T13:19:00,A0656,20983.71,app
T01258,2024-09-12T14:26:00,A0534,972.31,branch
T01259,2024-06-19T13:45:00,A0741,8948.24,app
T01260,2024-07-03T15:08:00,A0579,10530.53,web
T01261,2024-05-24T16:02:00,A0223,28576.18,app
T01262,2024-07-08T09:04:00,A0513,18781.47,app
T01263,2024-11-04T10:44:00,A0650,4044.19,app
T01264,2024-01-25T18:28:00,A0631,16410.22,branch
T01265,2024-08-03T20:06:00,A0706,26986.36,branch
T01266,2024-01-01T20:00:00,A0751,33207.53,app
T01267,2024-02-16T19:13:00,A0775,23642.83,web
T01268,2024-09-05T18:25:00,A0539,23055.45,web
T01269,2024-09-05T20:24:00,A0422,2911.31,branch
T01270,2024-02-20T18:09:00,A0122,36507.39,atm
T01271,2024-09-02T20:20:00,A0002,16718.47,branch
T01272,2024-12-15T09:42:00,A0582,4579.68,app
T01273,2024-05-18T19:59:00,A0081,32055.95,branch
T01274,2024-07-15T10:48:00,A0362,17952.84,atm
T01275,2024-10-22T09:08:00,A0436,1297.45,atm
T01276,2024-06-10T15:10:00,A0037,39946.50,app
T01277,2024-02-27T17:49:00,A0659,15231.45,branch
T01278,2024-02-16T13:54:00,A0453,13065.00,branch
T01279,2024-01-21T09:26:00,A0609,30947.58,atm
T01280,2024-04-10T14:14:00,A0547,5982.10,web
T01281,2024-03-02T11:52:00,A0547,26195.15,app
T01282,2024-09-08T10:18:00,A0014,38889.41,branch
T01283,2024-03-03T09:30:00,A0117,41350.43,branch
T01284,2024-10-05T09:26:00,A0552,4108.79,atm
T01285,2024-04-06T17:40:00,A0205,19206.85,web
T01286,2024-06-17T20:35:00,A0526,4121.62,atm
T01287,2024-07-21T15:37:00,A0644,40122.93,atm
T01288,2024-10-24T20:56:00,A0071,40503.51,branch
T01289,2024-09-01T20:52:00,A0112,12532.46,atm
T01290,2024-06-03T11:10:00,A0782,31557.03,app
T01291,2024-05-08T10:09:00,A0449,7081.59,atm
T01292,2024-03-27T11:31:00,A0065,27926.31,web
T01293,2024-05-05T16:31:00,A0107,23784.47,app
T01294,2024-08-16T13:46:00,A0562,30840.33,web
T01295,2024-08-26T19:38:00,A0459,33151.40,web
T01296,2024-07-21T13:13:00,A0727,32269.68,branch
T01297,2024-12-28T10:30:00,A0108,41932.63,app
T01298,2024-12-22T15:34:00,A0280,11174.47,branch
T01299,2024-06-03T15:04:00,A0272,173.13,branch
T01300,2024-10-21T16:59:00,A0583,28298.34,branch
T01301,2024-10-26T11:40:00,A0391,19744.52,web
T01302,2024-11-12T15:33:00,A0591,12340.84,web
T01303,2024-02-06T13:09:00,A0378,893.53,app
T01304,2024-11-27T10:53:00,A0262,6041.57,app
T01305,2024-12-08T20:02:00,A0064,8955.46,branch
T01306,2024-03-17T17:43:00,A0228,8968.37,app
T01307,2024-12-23T13:25:00,A0067,37302.32,web
T01308,2024-02-08T14:06:00,A0117,24472.42,app
T01309,2024-10-04T10:04:00,A0243,26123.24,web
T01310,2024-11-25T10:03:00,A0796,27149.62,branch
T01311,2024-08-13T14:56:00,A0479,11294.24,web
T01312,2024-04-09T19:00:00,A0701,34837.94,app
T01313,2024-02-05T17:00:00,A0025,23176.19,atm
T01314,2024-12-23T17:44:00,A0271,10553.95,atm
T01315,2024-03-12T11:44:00,A0269,9743.07,branch
T01316,2024-02-21T19:48:00,A0446,29235.68,app
T01317,2024-05-02T19:21:00,A0206,13218.14,app
T01318,2024-08-25T17:16:00,A0589,24192.82,web
T01319,2024-01-11T13:18:00,A0655,10947.02,web
T01320,2024-10-17T16:52:00,A0477,7689.05,web
T01321,2024-11-24T17:57:00,A0582,22915.91,atm
T01322,2024-08-12T19:09:00,A0631,1089.07,app
T01323,2024-04-23T18:51:00,A0592,13699.94,atm
T01324,2024-06-08T18:32:00,A0367,19230.07,atm
T01325,2024-10-12T20:28:00,A0584,20957.65,atm
T01326,2024-12-06T15:08:00,A0174,1610.46,app
T01327,2024-10-24T20:56:00,A0712,14402.12,atm
T01328,2024-03-13T15:03:00,A0791,26688.46,web
T01329,2024-02-09T14:18:00,A0032,26555.99,branch
T01330,2024-05-19T14:42:00,A0667,15213.40,app
T01331,2024-04-03T13:35:00,A0586,2460.22,branch
T01332,2024-11-22T20:08:00,A0611,26321.27,web
T01333,2024-01-12T13:14:00,A0293,7683.13,atm
T01334,2024-06-26T13:59:00,A0570,15055.25,atm
T01335,2024-05-08T09:42:00,A0513,12475.84,web
T01336,2024-04-21T10:30:00,A0268,29312.99,web
T01337,2024-08-22T14:29:00,A0465,35349.39,branch
T01338,2024-06-01T19:30:00,A0295,14263.33,app
T01339,2024-12-12T09:37:00,A0160,26286.15,app
T01340,2024-10-07T11:20:00,A0144,15808.42,app
T01341,2024-02-14T17:57:00,A0631,30327.50,app
T01342,2024-09-07T15:14:00,A0376,31644.11,branch
T01343,2024-12-19T18:09:00,A0591,20736.53,atm
T01344,2024-04-16T14:24:00,A0015,38007.70,atm
T01345,2024-01-02T11:06:00,A0183,10364.95,atm
T01346,2024-10-03T10:16:00,A0147,39062.33,app
T01347,2024-07-17T16:13:00,A0281,16720.53,branch
T01348,2024-02-02T15:45:00,A0671,28970.18,atm
T01349,2024-05-24T20:48:00,A0209,1076.98,app
T01350,2024-12-11T09:56:00,A0657,161.48,app
T01351,2024-04-02T20:57:00,A0582,12493.27,web
T01352,2024-08-02T18:12:00,A0103,23017.51,app
T01353,2024-09-04T17:27:00,A0158,13022.70,atm
T01354,2024-06-06T15:53:00,A0200,27546.37,app
T01355,2024-01-21T17:13:00,A0559,24406.89,atm
T01356,2024-04-09T10:39:00,A0022,7539.37,branch
T01357,2024-02-01T11:31:00,A0440,15213.29,web
T01358,2024-03-20T13:12:00,A0493,22878.17,branch
T01359,2024-07-12T15:12:00,A0442,3785.48,web
T01360,2024-10-14T15:12:00,A0531,34282.50,atm
T01361,2024-06-10T10:18:00,A0634,10109.62,app
T01362,2024-05-24T09:18:00,A0566,1308.25,atm
T01363,2024-01-27T16:15:00,A0450,8045.34,branch
T01364,2024-07-01T14:35:00,A0489,20152.58,app
T01365,2024-09-24T19:56:00,A0582,14645.67,web
T01366,2024-12-16T11:41:00,A0517,39078.70,branch
T01367,2024-12-13T14:54:00,A0649,10911.93,branch
T01368,2024-05-26T17:33:00,A0628,27603.39,web
T01369,2024-11-07T17:29:00,A0590,1213.35,app
T01370,2024-11-17T10:36:00,A0380,21885.81,atm
T01371,2024-07-28T19:37:00,A0094,7969.84,atm
T01372,2024-12-04T16:55:00,A0261,35581.96,web
T01373,2024-07-03T15:39:00,A0393,36247.89,web
T01374,2024-01-14T14:10:00,A0409,3299.58,branch
T01375,2024-10-26T19:06:00,A0182,37632.01,branch
T01376,2024-10-17T14:32:00,A0019,4552.64,web
T01377,2024-01-06T10:29:00,A0510,40030.02,atm
T01378,2024-11-24T14:46:00,A0310,32819.17,app
T01379,2024-09-26T13:28:00,A0710,11830.93,atm
T01380,2024-11-23T20:24:00,A0144,7942.47,web
T01381,2024-11-01T11:26:00,A0155,30173.04,web
T01382,2024-03-11T20:18:00,A0238,33773.87,web
T01383,2024-03-22T16:32:00,A0780,10946.20,branch
T01384,2024-03-26T20:26:00,A0550,29933.36,atm
T01385,2024-11-08T17:09:00,A0018,9742.81,app
T01386,2024-06-05T14:25:00,A0734,19069.20,atm
T01387,2024-11-06T17:45:00,A0758,14857.42,atm
T01388,2024-12-17T10:55:00,A0734,25722.05,branch
T01389,2024-03-24T18:19:00,A0095,32922.04,atm
T01390,2024-04-16T10:43:00,A0522,9131.50,atm
T01391,2024-12-07T19:57:00,A0125,22163.27,web
T01392,2024-11-04T15:47:00,A0157,40686.73,web
T01393,2024-07-07T09:52:00,A0389,25118.29,branch
T01394,2024-01-25T13:45:00,A0714,19766.83,atm
T01395,2024-09-27T13:27:00,A0481,6075.50,branch
T01396,2024-02-07T18:49:00,A0675,32312.62,branch
T01397,2024-02-14T10:58:00,A0231,38250.74,web
T01398,2024-01-16T14:10:00,A0410,690.22,web
T01399,2024-02-20T15:04:00,A0064,33747.39,web
T01400,2024-06-16T15:03:00,A0542,934.02,atm
T01401,2024-12-07T11:52:00,A0046,37791.02,branch
T01402,2024-12-20T16:21:00,A0123,15603.04,branch
T01403,2024-05-27T18:47:00,A0010,19366.03,app
T01404,2024-08-28T09:31:00,A0723,22484.84,web
T01405,2024-01-01T09:51:00,A0718,34514.65,branch
T01406,2024-11-14T15:48:00,A0735,35448.50,app
T01407,2024-07-25T11:15:00,A0139,37715.46,branch
T01408,2024-06-24T18:25:00,A0765,26827.13,app
T01409,2024-06-20T13:19:00,A0411,18722.95,atm
T01410,2024-10-07T14:21:00,A0488,21309.01,web
T01411,2024-12-13T11:23:00,A0216,19294.09,branch
T01412,2024-12-16T19:15:00,A0229,18016.83,web
T01413,2024-03-03T18:52:00,A0721,10602.53,branch
T01414,2024-12-01T19:39:00,A0360,11215.30,web
T01415,2024-10-08T13:06:00,A0532,24538.06,web
T01416,2024-01-15T11:30:00,A0200,29336.76,app
T01417,2024-08-05T20:37:00,A0566,5824.24,web
T01418,2024-09-16T18:01:00,A0645,35064.20,web
T01419,2024-01-08T10:43:00,A0635,29835.14,branch
T01420,2024-11-10T15:04:00,A0362,18811.49,branch
T01421,2024-07-13T13:00:00,A0239,15286.93,atm
T01422,2024-08-19T14:12:00,A0642,27493.94,atm
T01423,2024-04-08T14:44:00,A0785,38307.10,atm
T01424,2024-05-25T11:53:00,A0425,17717.21,app
T01425,2024-04-13T13:02:00,A0685,1029.59,atm
T01426,2024-05-11T11:43:00,A0499,25115.05,app
T01427,2024-02-22T15:14:00,A0392,4822.98,app
T01428,2024-09-13T16:48:00,A0705,19987.74,atm
T01429,2024-03-05T20:19:00,A0684,125.21,branch
T01430,2024-05-18T09:09:00,A0764,33301.49,atm
T01431,2024-08-15T20:29:00,A0787,6979.74,branch
T01432,2024-02-09T15:50:00,A0544,23009.97,atm
T01433,2024-05-09T20:30:00,A0149,22669.63,atm
T01434,2024-07-15T16:12:00,A0438,37665.33,app
T01435,2024-02-19T17:05:00,A0650,33064.84,branch
T01436,2024-09-06T18:38:00,A0761,16334.59,branch
T01437,2024-03-09T16:01:00,A0021,33252.52,web
T01438,2024-09-26T10:46:00,A0780,35690.27,branch
T01439,2024-07-15T18:44:00,A0159,25001.91,web
T01440,2024-02-16T13:07:00,A0358,8547.88,branch
T01441,2024-06-26T13:53:00,A0158,34379.86,app
T01442,2024-02-09T16:07:00,A0310,10430.91,atm
T01443,2024-06-15T14:30:00,A0366,22278.72,web
T01444,2024-11-22T14:59:00,A0619,5805.53,app
T01445,2024-06-19T20:11:00,A0608,23820.19,atm
T01446,2024-07-25T16:09:00,A0216,17764.55,web
T01447,2024-12-08T10:59:00,A0699,21381.54,app
T01448,2024-04-26T16:44:00,A0719,39441.09,web
T01449,2024-12-16T14:20:00,A0729,25151.66,web
T01450,2024-01-28T11:30:00,A0189,39759.48,atm
T01451,2024-02-01T15:33:00,A0716,39481.78,atm
T01452,2024-02-06T20:56:00,A0255,16369.19,atm
T01453,2024-10-02T13:52:00,A0676,18938.37,web
T01454,2024-06-25T13:48:00,A0463,39792.90,branch
T01455,2024-04-10T10:01:00,A0093,22641.77,branch
T01456,2024-12-22T19:54:00,A0723,13680.12,atm
T01457,2024-01-05T17:32:00,A0746,28386.48,atm
T01458,2024-07-06T16:47:00,A0550,7072.76,atm
T01459,2024-10-23T17:06:00,A0271,27453.89,app
T01460,2024-02-03T14:32:00,A0017,39935.63,app
T01461,2024-01-09T14:35:00,A0356,12929.87,app
T01462,2024-11-18T17:01:00,A0240,14858.95,app
T01463,2024-07-16T14:25:00,A0541,9282.33,branch
T01464,2024-02-10T17:39:00,A0558,11829.25,app
T01465,2024-12-03T16:23:00,A0117,8772.48,branch
T01466,2024-10-28T15:38:00,A0446,616.89,web
T01467,2024-10-15T14:12:00,A0459,22267.68,app
T01468,2024-04-14T16:13:00,A0271,32925.28,web
T01469,2024-04-05T09:06:00,A0192,13097.19,web
T01470,2024-11-03T20:44:00,A0692,6115.04,atm
